file;hits;fitη;fitπ0;fitπc;fitσ;fita0;fitρ;Nconf;name;
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.89;64;(7, 10);(7, 10);(8, 14);(4, 8);(8, 14);(8, 14);300;Sp4B1L2M4ND1
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.88;128;(7, 10);(7, 10);(8, 14);(4, 8);(8, 14);(8, 14);191;Sp4B1L2M4ND2
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.87;128;(7, 10);(7, 10);(8, 14);(5, 8);(8, 14);(8, 14);400;Sp4B1L2M4ND3
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.85;64;-1;-1;(8, 14);(5, 8);(8, 14);(8, 14);300;Sp4B1L2M4ND4
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.80;128;(7, 10);(7, 10);(8, 14);-1;(8, 14);(8, 14);400;Sp4B1L2M4ND5
runsSp4/Lt24Ls12beta6.9m1-0.90m2-0.75;64;(7, 10);(7, 10);(8, 12);-1;(8, 12);(8, 12);264;Sp4B1L2M4ND6
runsSp4/Lt24Ls12beta6.9m1-0.90m2-0.70;128;(7, 10);(7, 10);(8, 12);-1;(8, 12);(8, 12);249;Sp4B1L2M4ND7
runsSp4/Lt24Ls14beta6.9m1-0.90m2-0.90;128;(7, 10);(7, 10);(8, 14);(4, 9);(7, 9);(9, 14);942;Sp4B1L2M4
